announcement_id,company,text,timestamp,source,label,credibility_score,market_impact,source_reliability,verification_status
ann_0182,ICICI Bank,Board approves bonus issue in ratio 1:1,2025-06-30 22:18:50.038255,BSE,legitimate,0.7933968253076922,Medium,High,Verified
ann_0183,Infosys,Annual general meeting scheduled for 2025-09-06,2025-08-09 22:18:50.038263,PR Agency,legitimate,0.8346757850393366,Low,High,Verified
ann_0184,HDFC Bank,Dividend of ₹35 per share declared for shareholders,2025-07-12 22:18:50.038272,NSE,legitimate,0.9139468673291924,High,High,Verified
ann_0185,Maruti Suzuki,Rights issue approved by board at ₹821 per share,2025-08-22 22:18:50.038281,PR Agency,legitimate,0.760758826107983,Low,High,Verified
ann_0186,Maruti Suzuki,Company launches new product line for automobile market,2025-06-26 22:18:50.038289,News Portal,legitimate,0.7108157473820653,High,High,Verified
ann_0187,Maruti Suzuki,Cryptocurrency partnership with major bank confirmed,2025-07-23 22:18:50.038296,BSE,fraudulent,0.13041182956808645,High,Low,Unverified
ann_0188,Kotak Mahindra Bank,"Secret government contract worth ₹50,000 crore finalized",2025-08-03 22:18:50.038305,News Portal,fraudulent,0.302856988606103,Medium,Low,Unverified
ann_0189,State Bank of India,Board recommends final dividend of ₹35 per share,2025-09-01 22:18:50.038313,PR Agency,legitimate,0.7140724801826134,Medium,High,Verified
ann_0190,ITC,Board meeting scheduled to consider quarterly results on 2025-09-19,2025-07-16 22:18:50.038321,BSE,legitimate,0.9032909715822885,High,High,Verified
ann_0191,Titan Company,Rights issue approved by board at ₹870 per share,2025-08-03 22:18:50.038329,PR Agency,legitimate,0.9146194612226908,Medium,High,Verified
ann_0192,HDFC,Board approves bonus issue in ratio 1:1,2025-07-25 22:18:50.038338,PR Agency,legitimate,0.8363253180988075,High,High,Verified
ann_0193,Bharti Airtel,Company signs MoU with Oracle for strategic collaboration,2025-08-11 22:18:50.038346,Company Website,legitimate,0.927490146834665,High,High,Verified
ann_0194,Wipro,Rights issue approved by board at ₹464 per share,2025-08-18 22:18:50.038354,Company Website,legitimate,0.7253238485388652,Medium,High,Verified
ann_0195,Larsen & Toubro,Company signs MoU with IBM for strategic collaboration,2025-08-12 22:18:50.038362,NSE,legitimate,0.7516593385156217,High,High,Verified
ann_0196,HDFC,Company launches new product line for healthcare market,2025-06-07 22:18:50.038370,Company Website,legitimate,0.7070493876506959,Low,High,Verified
ann_0197,Larsen & Toubro,Board meeting scheduled to consider quarterly results on 2025-09-12,2025-07-22 22:18:50.038378,NSE,legitimate,0.7095998203607534,Low,High,Verified
ann_0198,ICICI Bank,Annual general meeting scheduled for 2025-09-28,2025-06-19 22:18:50.038386,News Portal,legitimate,0.9136804622740999,Low,High,Verified
ann_0199,Bharti Airtel,Merger with Tesla confirmed - stock to increase 1000%,2025-07-12 22:18:50.038394,NSE,fraudulent,0.2489235157693647,High,Low,Unverified
ann_0200,Asian Paints,Board meeting scheduled to consider quarterly results on 2025-09-14,2025-08-08 22:18:50.038402,Company Website,legitimate,0.8814903016222516,Medium,High,Verified
ann_0201,Bharti Airtel,Board meeting scheduled to consider quarterly results on 2025-09-18,2025-06-11 22:18:50.038411,NSE,legitimate,0.8616863864207371,Medium,High,Verified
ann_0202,ITC,Company signs MoU with Google for strategic collaboration,2025-06-15 22:18:50.038419,PR Agency,legitimate,0.8485795293431276,High,High,Verified
ann_0203,Reliance Industries,Company launches new product line for technology market,2025-08-28 22:18:50.038427,Company Website,legitimate,0.8552459460768941,Low,High,Verified
ann_0204,Maruti Suzuki,Company launches new product line for healthcare market,2025-06-07 22:18:50.038435,Company Website,legitimate,0.881932977351681,Low,High,Verified
ann_0205,HDFC,Rights issue approved by board at ₹410 per share,2025-08-31 22:18:50.038443,NSE,legitimate,0.9008960772371768,Medium,High,Verified
ann_0206,HDFC Bank,Company signs MoU with Google for strategic collaboration,2025-07-03 22:18:50.038451,PR Agency,legitimate,0.8049728434196686,Low,High,Verified
ann_0207,HUL,Dividend of ₹21 per share declared for shareholders,2025-08-03 22:18:50.038460,BSE,legitimate,0.727134572722093,Low,High,Verified
ann_0208,TCS,QQ3 results show 25% growth in revenue,2025-09-02 22:18:50.038471,PR Agency,legitimate,0.7276608060213947,High,High,Verified
ann_0209,Infosys,"Secret government contract worth ₹50,000 crore finalized",2025-08-25 22:18:50.038480,Company Website,fraudulent,0.21449314300571096,High,Low,Unverified
ann_0210,Kotak Mahindra Bank,Board meeting scheduled to consider quarterly results on 2025-10-03,2025-07-13 22:18:50.038491,PR Agency,legitimate,0.7911677886256897,High,High,Verified
ann_0211,TCS,Company launches new product line for healthcare market,2025-08-24 22:18:50.038498,Company Website,legitimate,0.8473344896927448,Medium,High,Verified
ann_0212,Titan Company,Board meeting scheduled to consider quarterly results on 2025-09-09,2025-08-21 22:18:50.038507,PR Agency,legitimate,0.889521611590171,Medium,High,Verified
ann_0213,HDFC Bank,Rights issue approved by board at ₹376 per share,2025-08-25 22:18:50.038516,Company Website,legitimate,0.7660814687927665,High,High,Verified
ann_0214,Bharti Airtel,Company discovers oil reserves worth ₹1 lakh crore in Rajasthan,2025-08-22 22:18:50.038524,News Portal,fraudulent,0.3902386292048948,Medium,Low,Unverified
ann_0215,HDFC Bank,"Secret government contract worth ₹50,000 crore finalized",2025-08-18 22:18:50.038532,News Portal,fraudulent,0.15272204542988965,High,Low,Unverified
ann_0216,Wipro,Company receives regulatory approval for expansion project,2025-06-28 22:18:50.038540,News Portal,legitimate,0.8096996305927208,High,High,Verified
ann_0217,Maruti Suzuki,Board recommends final dividend of ₹32 per share,2025-08-17 22:18:50.038548,BSE,legitimate,0.8826367949341218,High,High,Verified
ann_0218,Infosys,Board meeting scheduled to consider quarterly results on 2025-09-20,2025-08-06 22:18:50.038557,PR Agency,legitimate,0.71228927994262,Low,High,Verified
ann_0219,Kotak Mahindra Bank,Board meeting scheduled to consider quarterly results on 2025-09-11,2025-06-09 22:18:50.038565,PR Agency,legitimate,0.7254406431308805,High,High,Verified
ann_0220,TCS,Board approves bonus issue in ratio 1:1,2025-06-16 22:18:50.038573,News Portal,legitimate,0.926633375767458,Low,High,Verified
ann_0221,Asian Paints,Company signs MoU with IBM for strategic collaboration,2025-08-11 22:18:50.038582,NSE,legitimate,0.7755670074800884,Low,High,Verified
ann_0222,Larsen & Toubro,Board approves bonus issue in ratio 1:1,2025-06-27 22:18:50.038589,PR Agency,legitimate,0.7647678939124547,High,High,Verified
ann_0223,Kotak Mahindra Bank,Board approves bonus issue in ratio 1:1,2025-08-20 22:18:50.038597,NSE,legitimate,0.7463984646338016,Low,High,Verified
ann_0224,Infosys,Company receives regulatory approval for infrastructure project,2025-06-16 22:18:50.038605,BSE,legitimate,0.8630315385002318,High,High,Verified
ann_0225,HUL,Company launches new product line for technology market,2025-06-17 22:18:50.038613,NSE,legitimate,0.8579271394483179,Medium,High,Verified
ann_0226,Maruti Suzuki,Board meeting scheduled to consider quarterly results on 2025-09-19,2025-06-11 22:18:50.038621,PR Agency,legitimate,0.8974619286845303,High,High,Verified
ann_0227,Bharti Airtel,Board meeting scheduled to consider quarterly results on 2025-10-04,2025-07-20 22:18:50.038629,News Portal,legitimate,0.8102904621762554,High,High,Verified
ann_0228,HUL,Company discovers oil reserves worth ₹1 lakh crore in Rajasthan,2025-07-12 22:18:50.038637,Company Website,fraudulent,0.3940266516001474,Medium,Low,Unverified
ann_0229,Wipro,"Secret government contract worth ₹50,000 crore finalized",2025-08-21 22:18:50.038645,News Portal,fraudulent,0.24250131965709745,Low,Low,Unverified
ann_0230,Maruti Suzuki,Company receives regulatory approval for research project,2025-08-24 22:18:50.038654,PR Agency,legitimate,0.7702464863373502,Medium,High,Verified
ann_0231,TCS,Annual general meeting scheduled for 2025-09-05,2025-08-14 22:18:50.038662,News Portal,legitimate,0.9304708849309531,Low,High,Verified
ann_0232,HDFC,Company receives regulatory approval for research project,2025-07-17 22:18:50.038670,PR Agency,legitimate,0.7070555170702519,High,High,Verified
ann_0233,HDFC Bank,Company launches new product line for automobile market,2025-06-13 22:18:50.038680,Company Website,legitimate,0.9057738161378494,Low,High,Verified
ann_0234,ITC,Board approves bonus issue in ratio 1:1,2025-06-15 22:18:50.038688,NSE,legitimate,0.7053763730768876,Medium,High,Verified
ann_0235,Infosys,Company receives regulatory approval for infrastructure project,2025-07-23 22:18:50.038696,News Portal,legitimate,0.9274535846010153,Medium,High,Verified
ann_0236,State Bank of India,Board recommends final dividend of ₹41 per share,2025-09-02 22:18:50.038705,PR Agency,legitimate,0.7999062074826041,High,High,Verified
ann_0237,HDFC Bank,URGENT: Stock split announced in ratio 10:1 effective immediately,2025-07-18 22:18:50.038713,Company Website,fraudulent,0.2791692273116227,High,Low,Unverified
ann_0238,HDFC,Board recommends final dividend of ₹50 per share,2025-06-09 22:18:50.038721,NSE,legitimate,0.7654288282557128,High,High,Verified
ann_0239,Infosys,Board meeting scheduled to consider quarterly results on 2025-09-09,2025-08-13 22:18:50.038729,News Portal,legitimate,0.7464508654569056,Low,High,Verified
ann_0240,Maruti Suzuki,Company signs MoU with Oracle for strategic collaboration,2025-06-28 22:18:50.038738,BSE,legitimate,0.8032536927892553,Medium,High,Verified
ann_0241,HDFC Bank,Merger with Tesla confirmed - stock to increase 1000%,2025-08-29 22:18:50.038746,BSE,fraudulent,0.30149198276665296,High,Low,Unverified
ann_0242,HDFC,Company signs MoU with Amazon for strategic collaboration,2025-07-12 22:18:50.038758,News Portal,legitimate,0.8093438056743961,Low,High,Verified
ann_0243,Wipro,Dividend of ₹40 per share declared for shareholders,2025-08-03 22:18:50.038770,News Portal,legitimate,0.7069674540403847,Low,High,Verified
ann_0244,HDFC,Board recommends final dividend of ₹16 per share,2025-08-21 22:18:50.038782,News Portal,legitimate,0.8292429834611096,High,High,Verified
ann_0245,HDFC Bank,Company receives regulatory approval for research project,2025-06-08 22:18:50.038791,News Portal,legitimate,0.7947636688173368,Low,High,Verified
ann_0246,Bharti Airtel,Board approves bonus issue in ratio 1:1,2025-08-29 22:18:50.038800,NSE,legitimate,0.9260399627892333,High,High,Verified
ann_0247,ITC,Dividend of ₹8 per share declared for shareholders,2025-07-02 22:18:50.038809,News Portal,legitimate,0.8717766745500076,Medium,High,Verified
ann_0248,State Bank of India,Board approves bonus issue in ratio 1:1,2025-07-27 22:18:50.038830,Company Website,legitimate,0.7288713427370508,Medium,High,Verified
ann_0249,State Bank of India,Annual general meeting scheduled for 2025-09-08,2025-07-26 22:18:50.038847,NSE,legitimate,0.8413257999116829,Medium,High,Verified
ann_0250,Larsen & Toubro,Joint venture with SpaceX for Mars mission announced,2025-07-04 22:18:50.038859,News Portal,fraudulent,0.30706873339624896,High,Low,Unverified
ann_0251,HDFC Bank,Board recommends final dividend of ₹20 per share,2025-08-18 22:18:50.038873,PR Agency,legitimate,0.7157676296211655,Medium,High,Verified
ann_0252,HUL,Dividend of ₹9 per share declared for shareholders,2025-08-14 22:18:50.038882,Company Website,legitimate,0.9473088355612237,Low,High,Verified
ann_0253,Wipro,Cryptocurrency partnership with major bank confirmed,2025-07-10 22:18:50.038890,Company Website,fraudulent,0.26602964851318084,Low,Low,Unverified
ann_0254,ICICI Bank,"EXCLUSIVE: Government grants ₹10,000 crore subsidy to company",2025-07-06 22:18:50.038898,PR Agency,fraudulent,0.23886765448109434,High,Low,Unverified
ann_0255,HDFC Bank,Company launches new product line for technology market,2025-08-18 22:18:50.038910,Company Website,legitimate,0.8506236145371483,Medium,High,Verified
ann_0256,Wipro,Joint venture with SpaceX for Mars mission announced,2025-07-11 22:18:50.038919,BSE,fraudulent,0.3069608406542187,Low,Low,Unverified
ann_0257,HDFC Bank,Board meeting scheduled to consider quarterly results on 2025-09-07,2025-07-24 22:18:50.038927,Company Website,legitimate,0.8099082353775997,Medium,High,Verified
ann_0258,Reliance Industries,Company signs MoU with Oracle for strategic collaboration,2025-08-04 22:18:50.038936,Company Website,legitimate,0.7223868012715652,Low,High,Verified
ann_0259,Larsen & Toubro,Company receives regulatory approval for expansion project,2025-08-12 22:18:50.038944,BSE,legitimate,0.8656103533959277,Medium,High,Verified
ann_0260,Reliance Industries,Rights issue approved by board at ₹565 per share,2025-09-04 22:18:50.038952,BSE,legitimate,0.7184731181528977,Low,High,Verified
ann_0261,Asian Paints,Rights issue approved by board at ₹136 per share,2025-07-16 22:18:50.038961,Company Website,legitimate,0.8691286313160207,High,High,Verified
ann_0262,Asian Paints,Company signs MoU with IBM for strategic collaboration,2025-07-17 22:18:50.038972,Company Website,legitimate,0.830539317144723,High,High,Verified
ann_0263,Wipro,Company launches new product line for retail market,2025-09-01 22:18:50.038982,News Portal,legitimate,0.8567795505394274,Medium,High,Verified
ann_0264,Maruti Suzuki,Merger with Tesla confirmed - stock to increase 1000%,2025-06-11 22:18:50.038990,News Portal,fraudulent,0.29956652643994075,Low,Low,Unverified
ann_0265,HDFC,Company launches new product line for technology market,2025-08-24 22:18:50.038999,Company Website,legitimate,0.7897079766589385,Medium,High,Verified
ann_0266,State Bank of India,Cryptocurrency partnership with major bank confirmed,2025-06-10 22:18:50.039007,NSE,fraudulent,0.18019537043688275,Medium,Low,Unverified
ann_0267,Wipro,Annual general meeting scheduled for 2025-09-08,2025-07-07 22:18:50.039016,News Portal,legitimate,0.9455533971543675,High,High,Verified
ann_0268,State Bank of India,Company launches new product line for technology market,2025-07-11 22:18:50.039024,Company Website,legitimate,0.8012664519993001,Medium,High,Verified
ann_0269,Infosys,Rights issue approved by board at ₹737 per share,2025-08-11 22:18:50.039034,Company Website,legitimate,0.8147335615946495,Low,High,Verified
ann_0270,State Bank of India,URGENT: Stock split announced in ratio 10:1 effective immediately,2025-08-25 22:18:50.039042,PR Agency,fraudulent,0.3798734613208943,Low,Low,Unverified
ann_0271,Titan Company,Cryptocurrency partnership with major bank confirmed,2025-06-24 22:18:50.039050,News Portal,fraudulent,0.22205107783106792,Medium,Low,Unverified
ann_0272,ICICI Bank,Company receives regulatory approval for expansion project,2025-08-05 22:18:50.039059,NSE,legitimate,0.7495424843844033,Medium,High,Verified
ann_0273,Bharti Airtel,Company signs MoU with IBM for strategic collaboration,2025-06-23 22:18:50.039067,Company Website,legitimate,0.7715028292009687,High,High,Verified
ann_0274,Asian Paints,QQ4 results show 25% growth in revenue,2025-06-30 22:18:50.039075,News Portal,legitimate,0.8437953133249416,High,High,Verified
ann_0275,ITC,QQ2 results show 5% growth in revenue,2025-06-30 22:18:50.039084,PR Agency,legitimate,0.8046215450503456,High,High,Verified
ann_0276,Wipro,Rights issue approved by board at ₹998 per share,2025-06-29 22:18:50.039092,Company Website,legitimate,0.9441810147412739,High,High,Verified
ann_0277,Kotak Mahindra Bank,Company signs MoU with Oracle for strategic collaboration,2025-07-07 22:18:50.039100,PR Agency,legitimate,0.772220079823483,Medium,High,Verified
ann_0278,Maruti Suzuki,Board meeting scheduled to consider quarterly results on 2025-09-11,2025-07-01 22:18:50.039108,BSE,legitimate,0.9429302495551386,Low,High,Verified
ann_0279,Bharti Airtel,Rights issue approved by board at ₹383 per share,2025-06-07 22:18:50.039117,News Portal,legitimate,0.8089119985775537,Medium,High,Verified
ann_0280,Wipro,Company launches new product line for automobile market,2025-07-19 22:18:50.039125,PR Agency,legitimate,0.7723058085245438,High,High,Verified
ann_0281,Wipro,Board meeting scheduled to consider quarterly results on 2025-09-08,2025-09-02 22:18:50.039133,News Portal,legitimate,0.884193644490774,Medium,High,Verified
ann_0282,Infosys,Board meeting scheduled to consider quarterly results on 2025-09-25,2025-08-09 22:18:50.039141,PR Agency,legitimate,0.7242924426505365,Low,High,Verified
ann_0283,TCS,Company signs MoU with Google for strategic collaboration,2025-08-02 22:18:50.039154,BSE,legitimate,0.8629582048260741,Medium,High,Verified
ann_0284,TCS,Cryptocurrency partnership with major bank confirmed,2025-07-22 22:18:50.039163,NSE,fraudulent,0.2706971916907028,High,Low,Unverified
ann_0285,Larsen & Toubro,Board recommends final dividend of ₹37 per share,2025-07-30 22:18:50.039171,PR Agency,legitimate,0.7003240541974476,Medium,High,Verified
ann_0286,Bharti Airtel,Dividend of ₹50 per share declared for shareholders,2025-08-05 22:18:50.039179,News Portal,legitimate,0.7212790423628802,Medium,High,Verified
ann_0287,Infosys,Company launches new product line for automobile market,2025-07-03 22:18:50.039188,News Portal,legitimate,0.8026903472042224,Medium,High,Verified
ann_0288,State Bank of India,Cryptocurrency partnership with major bank confirmed,2025-08-04 22:18:50.039195,NSE,fraudulent,0.20431171287887387,High,Low,Unverified
ann_0289,HDFC Bank,Dividend of ₹50 per share declared for shareholders,2025-08-13 22:18:50.039203,BSE,legitimate,0.796904332528146,Low,High,Verified
ann_0290,HDFC,Company signs MoU with IBM for strategic collaboration,2025-08-06 22:18:50.039211,PR Agency,legitimate,0.936988547743213,Low,High,Verified
ann_0291,Wipro,Company signs MoU with Amazon for strategic collaboration,2025-07-12 22:18:50.039219,BSE,legitimate,0.7284387601863884,Medium,High,Verified
ann_0292,ITC,"Secret government contract worth ₹50,000 crore finalized",2025-07-04 22:18:50.039227,BSE,fraudulent,0.16882588428393253,Low,Low,Unverified
ann_0293,Titan Company,Dividend of ₹21 per share declared for shareholders,2025-06-26 22:18:50.039236,NSE,legitimate,0.9103306964676714,Medium,High,Verified
ann_0294,Kotak Mahindra Bank,Company receives regulatory approval for manufacturing project,2025-07-28 22:18:50.039244,PR Agency,legitimate,0.8811883797088161,Low,High,Verified
ann_0295,Larsen & Toubro,Company discovers oil reserves worth ₹1 lakh crore in Rajasthan,2025-08-07 22:18:50.039252,NSE,fraudulent,0.29976108079908853,Medium,Low,Unverified
ann_0296,TCS,Board recommends final dividend of ₹24 per share,2025-08-11 22:18:50.039263,News Portal,legitimate,0.948150451023629,Low,High,Verified
ann_0297,HDFC,"EXCLUSIVE: Government grants ₹10,000 crore subsidy to company",2025-08-15 22:18:50.039273,News Portal,fraudulent,0.2211690215557617,High,Low,Unverified
ann_0298,Titan Company,Company receives regulatory approval for research project,2025-08-13 22:18:50.039284,PR Agency,legitimate,0.9415366680472872,Medium,High,Verified
ann_0299,Maruti Suzuki,Rights issue approved by board at ₹493 per share,2025-08-28 22:18:50.039292,Company Website,legitimate,0.8845756588746211,Medium,High,Verified
ann_0300,Bharti Airtel,Dividend of ₹33 per share declared for shareholders,2025-08-31 22:18:50.039302,Company Website,legitimate,0.7781301462904715,Low,High,Verified
ann_0301,Reliance Industries,Board approves bonus issue in ratio 1:1,2025-07-08 22:18:50.039321,NSE,legitimate,0.8703248712417997,High,High,Verified
ann_0302,Reliance Industries,Rights issue approved by board at ₹321 per share,2025-06-28 22:18:50.039331,Company Website,legitimate,0.8344858917378853,High,High,Verified
ann_0303,Infosys,Company signs MoU with IBM for strategic collaboration,2025-07-12 22:18:50.039342,NSE,legitimate,0.927328531393327,Medium,High,Verified
ann_0304,HUL,Board meeting scheduled to consider quarterly results on 2025-09-09,2025-07-14 22:18:50.039350,News Portal,legitimate,0.9246917628930618,High,High,Verified
ann_0305,Asian Paints,Dividend of ₹30 per share declared for shareholders,2025-08-21 22:18:50.039358,PR Agency,legitimate,0.7635907716946412,Low,High,Verified
ann_0306,Asian Paints,Company signs MoU with Google for strategic collaboration,2025-06-21 22:18:50.039367,NSE,legitimate,0.8203022599481251,High,High,Verified
ann_0307,Maruti Suzuki,Board approves bonus issue in ratio 1:1,2025-08-16 22:18:50.039375,NSE,legitimate,0.8268123171606343,High,High,Verified
ann_0308,Infosys,Dividend of ₹44 per share declared for shareholders,2025-06-30 22:18:50.039387,News Portal,legitimate,0.930402436834862,High,High,Verified
ann_0309,Reliance Industries,QQ3 results show 10% growth in revenue,2025-07-30 22:18:50.039397,BSE,legitimate,0.833597053709192,Low,High,Verified
ann_0310,HDFC,Company signs MoU with IBM for strategic collaboration,2025-08-17 22:18:50.039405,News Portal,legitimate,0.8493616842505077,Medium,High,Verified
ann_0311,HUL,Board recommends final dividend of ₹24 per share,2025-08-28 22:18:50.039414,BSE,legitimate,0.7773228072238431,Medium,High,Verified
ann_0312,Larsen & Toubro,Rights issue approved by board at ₹417 per share,2025-07-29 22:18:50.039423,BSE,legitimate,0.7934111721272231,Medium,High,Verified
ann_0313,ICICI Bank,Board recommends final dividend of ₹37 per share,2025-08-17 22:18:50.039435,Company Website,legitimate,0.9489044606854115,High,High,Verified
ann_0314,Kotak Mahindra Bank,Board meeting scheduled to consider quarterly results on 2025-09-16,2025-07-26 22:18:50.039443,News Portal,legitimate,0.9439148645707005,Low,High,Verified
ann_0315,HUL,"EXCLUSIVE: Government grants ₹10,000 crore subsidy to company",2025-06-26 22:18:50.039451,NSE,fraudulent,0.2502991540794113,Medium,Low,Unverified
ann_0316,Wipro,Board meeting scheduled to consider quarterly results on 2025-09-26,2025-07-18 22:18:50.039459,PR Agency,legitimate,0.8891769216931072,Low,High,Verified
ann_0317,Reliance Industries,QQ1 results show 19% growth in revenue,2025-08-15 22:18:50.039467,PR Agency,legitimate,0.8307803722288383,High,High,Verified
ann_0318,Larsen & Toubro,Merger with Tesla confirmed - stock to increase 1000%,2025-08-02 22:18:50.039476,PR Agency,fraudulent,0.10375008845505344,Medium,Low,Unverified
ann_0319,Maruti Suzuki,Board meeting scheduled to consider quarterly results on 2025-09-19,2025-06-25 22:18:50.039483,Company Website,legitimate,0.7309220886178124,Low,High,Verified
ann_0320,HDFC Bank,Board approves bonus issue in ratio 1:1,2025-06-22 22:18:50.039491,News Portal,legitimate,0.8942586992043182,High,High,Verified
ann_0321,HDFC,Company signs MoU with IBM for strategic collaboration,2025-06-16 22:18:50.039500,Company Website,legitimate,0.7880057042436672,Medium,High,Verified
ann_0322,Reliance Industries,Rights issue approved by board at ₹353 per share,2025-06-21 22:18:50.039509,PR Agency,legitimate,0.7207030777239593,Low,High,Verified
ann_0323,Kotak Mahindra Bank,Rights issue approved by board at ₹769 per share,2025-06-19 22:18:50.039517,NSE,legitimate,0.7892072492996886,High,High,Verified
ann_0324,Asian Paints,Dividend of ₹8 per share declared for shareholders,2025-07-06 22:18:50.039525,News Portal,legitimate,0.7157983874869,Medium,High,Verified
ann_0325,ITC,Dividend of ₹27 per share declared for shareholders,2025-08-01 22:18:50.039534,PR Agency,legitimate,0.7045041051432388,Low,High,Verified
ann_0326,ITC,URGENT: Stock split announced in ratio 10:1 effective immediately,2025-09-03 22:18:50.039542,NSE,fraudulent,0.19331078082678896,Medium,Low,Unverified
ann_0327,HDFC,Company signs MoU with Microsoft for strategic collaboration,2025-07-13 22:18:50.039550,PR Agency,legitimate,0.7936434419711863,Medium,High,Verified
ann_0328,State Bank of India,URGENT: Stock split announced in ratio 10:1 effective immediately,2025-08-02 22:18:50.039562,NSE,fraudulent,0.2686624452806097,Low,Low,Unverified
ann_0329,HUL,Company receives regulatory approval for infrastructure project,2025-07-08 22:18:50.039570,PR Agency,legitimate,0.9035220506282174,High,High,Verified
ann_0330,ITC,Board recommends final dividend of ₹46 per share,2025-07-01 22:18:50.039578,PR Agency,legitimate,0.7350330323389269,Medium,High,Verified
ann_0331,HDFC Bank,Rights issue approved by board at ₹611 per share,2025-08-01 22:18:50.039587,Company Website,legitimate,0.7787512179552735,High,High,Verified
ann_0332,Infosys,URGENT: Stock split announced in ratio 10:1 effective immediately,2025-07-13 22:18:50.039595,NSE,fraudulent,0.10169413040342656,Medium,Low,Unverified
ann_0333,Larsen & Toubro,Company signs MoU with IBM for strategic collaboration,2025-06-15 22:18:50.039608,NSE,legitimate,0.8782692614333539,Medium,High,Verified
ann_0334,Bharti Airtel,Board meeting scheduled to consider quarterly results on 2025-09-16,2025-07-16 22:18:50.039616,News Portal,legitimate,0.8222782458643301,Medium,High,Verified
ann_0335,State Bank of India,Merger with Tesla confirmed - stock to increase 1000%,2025-08-26 22:18:50.039624,BSE,fraudulent,0.2599410502082827,High,Low,Unverified
ann_0336,Kotak Mahindra Bank,Company launches new product line for retail market,2025-06-15 22:18:50.039632,NSE,legitimate,0.8961821605491807,Medium,High,Verified
ann_0337,Asian Paints,Board approves bonus issue in ratio 1:1,2025-07-04 22:18:50.039640,PR Agency,legitimate,0.7734987778706963,Low,High,Verified
ann_0338,HUL,Company launches new product line for healthcare market,2025-07-10 22:18:50.039648,NSE,legitimate,0.8729696294732594,Low,High,Verified
ann_0339,HUL,Company launches new product line for healthcare market,2025-08-14 22:18:50.039655,Company Website,legitimate,0.9433534176250102,Low,High,Verified
ann_0340,Asian Paints,Board meeting scheduled to consider quarterly results on 2025-09-08,2025-08-06 22:18:50.039663,PR Agency,legitimate,0.7413215877070658,High,High,Verified
ann_0341,TCS,Company receives regulatory approval for research project,2025-07-30 22:18:50.039671,BSE,legitimate,0.8293370242167539,High,High,Verified
ann_0342,Infosys,Company signs MoU with Oracle for strategic collaboration,2025-07-22 22:18:50.039679,Company Website,legitimate,0.7057767732093372,Low,High,Verified
ann_0343,Maruti Suzuki,Dividend of ₹44 per share declared for shareholders,2025-08-10 22:18:50.039688,Company Website,legitimate,0.8123631969527697,Low,High,Verified
ann_0344,Kotak Mahindra Bank,Rights issue approved by board at ₹540 per share,2025-07-16 22:18:50.039697,News Portal,legitimate,0.7700522486099957,Low,High,Verified
ann_0345,ITC,Board meeting scheduled to consider quarterly results on 2025-09-05,2025-07-17 22:18:50.039705,PR Agency,legitimate,0.8416303960416913,Low,High,Verified
ann_0346,Reliance Industries,Board recommends final dividend of ₹6 per share,2025-08-12 22:18:50.039713,BSE,legitimate,0.700695083635088,Medium,High,Verified
ann_0347,Larsen & Toubro,Board approves bonus issue in ratio 1:1,2025-08-27 22:18:50.039721,BSE,legitimate,0.7922817244490765,Low,High,Verified
ann_0348,ITC,Company launches new product line for healthcare market,2025-06-27 22:18:50.039729,News Portal,legitimate,0.8845733758268888,High,High,Verified
ann_0349,Asian Paints,Company receives regulatory approval for manufacturing project,2025-06-22 22:18:50.039737,Company Website,legitimate,0.9200212719200522,Medium,High,Verified
ann_0350,HDFC,Company receives regulatory approval for research project,2025-07-31 22:18:50.039745,News Portal,legitimate,0.8710959079069667,High,High,Verified
ann_0351,Titan Company,Board meeting scheduled to consider quarterly results on 2025-09-17,2025-08-27 22:18:50.039758,PR Agency,legitimate,0.7415717985875281,Low,High,Verified
ann_0352,HDFC Bank,Board meeting scheduled to consider quarterly results on 2025-09-24,2025-08-27 22:18:50.039766,Company Website,legitimate,0.843769524638624,High,High,Verified
ann_0353,State Bank of India,Dividend of ₹17 per share declared for shareholders,2025-08-14 22:18:50.039775,Company Website,legitimate,0.8860832060935062,Low,High,Verified
ann_0354,Maruti Suzuki,Board meeting scheduled to consider quarterly results on 2025-09-24,2025-07-07 22:18:50.039787,NSE,legitimate,0.7292096007288665,Low,High,Verified
ann_0355,ICICI Bank,QQ3 results show 13% growth in revenue,2025-07-07 22:18:50.039803,News Portal,legitimate,0.9098476762907174,Medium,High,Verified
ann_0356,State Bank of India,Board approves bonus issue in ratio 1:1,2025-06-15 22:18:50.039815,BSE,legitimate,0.9043017985698006,Low,High,Verified
ann_0357,Titan Company,URGENT: Stock split announced in ratio 10:1 effective immediately,2025-06-11 22:18:50.039823,BSE,fraudulent,0.1497829960167706,Low,Low,Unverified
ann_0358,Asian Paints,Company signs MoU with Microsoft for strategic collaboration,2025-07-23 22:18:50.039831,NSE,legitimate,0.7820045431695942,High,High,Verified
ann_0359,Reliance Industries,Dividend of ₹34 per share declared for shareholders,2025-08-04 22:18:50.039839,BSE,legitimate,0.8810663636111555,High,High,Verified
ann_0360,Bharti Airtel,Annual general meeting scheduled for 2025-10-04,2025-08-28 22:18:50.039849,BSE,legitimate,0.8917985283240637,High,High,Verified
ann_0361,ICICI Bank,Board recommends final dividend of ₹27 per share,2025-06-26 22:18:50.039863,News Portal,legitimate,0.7556955689056755,Low,High,Verified
